strength_factor,action_cap,steps_survived,distance,measured_speed,confidence,cadence_per_1000steps,stride_length_approx,double_support_pct,single_support_pct,n_total_strikes
0.8,1.0,1000,12.830403408384347,0.012830403408384348,ok,21.649484536082472,0.6109715908754451,10.618556701030927,89.38144329896907,21
0.8,0.9,1000,12.425451918920677,0.012425451918920678,ok,20.61855670103093,0.6212725959460339,10.206185567010309,82.78350515463917,20
0.8,0.8,1000,13.518415453013425,0.013518415453013424,ok,21.649484536082472,0.6437340691911155,13.09278350515464,85.36082474226804,21
0.8,0.7,1000,14.303065211979504,0.014303065211979504,ok,21.649484536082472,0.6810983434275955,24.432989690721648,75.56701030927834,21
0.8,0.6,291,4.22088009931579,0.01450474260933261,ok,22.988505747126435,0.7034800165526316,14.559386973180077,81.60919540229885,6
0.8,0.5,85,1.3004584236008871,0.01529951086589279,low_confidence,15.625,1.3004584236008871,15.625,75.0,1
0.8,0.4,51,0.7645977386888992,0.01499211252331175,low_confidence,51.28205128205128,0.3822988693444496,17.94871794871795,74.35897435897436,2
0.8,0.3,45,0.7121689102688694,0.015825975783752652,low_confidence,29.41176470588235,0.7121689102688694,20.588235294117645,38.23529411764706,1
