strength_factor,hold_steps,steps_survived,distance,measured_speed,confidence,cadence_per_1000steps,stride_length_approx,double_support_pct,single_support_pct,n_total_strikes
0.8,1,1000,12.830403408384347,0.012830403408384348,ok,21.649484536082472,0.6109715908754451,10.618556701030927,89.38144329896907,21
0.8,2,1000,12.527985041555516,0.012527985041555516,ok,21.649484536082472,0.5965707162645484,7.11340206185567,89.07216494845362,21
0.8,3,109,1.3455208081007632,0.012344227597254709,low_confidence,12.195121951219512,1.3455208081007632,8.536585365853659,91.46341463414635,1
0.8,4,94,1.2702418547990282,0.013513211221266258,low_confidence,28.169014084507044,0.6351209273995141,9.859154929577464,90.14084507042254,2
0.8,5,40,0.6623810770863735,0.016559526927159337,low_confidence,66.66666666666667,0.33119053854318675,3.3333333333333335,66.66666666666666,2
0.8,6,37,0.6067122815052879,0.016397629229872646,low_confidence,35.714285714285715,0.6067122815052879,14.285714285714285,75.0,1
0.8,8,108,1.399509475855858,0.012958421072739425,low_confidence,12.345679012345679,1.399509475855858,14.814814814814813,85.18518518518519,1
0.8,10,91,1.408671663700818,0.015479908392316681,low_confidence,14.492753623188406,1.408671663700818,50.72463768115942,49.275362318840585,1
