group,mean_stride,double_support_pct,left_stance_pct,right_stance_pct
ALS,1.469556376930214,40.76662042786053,67.68848329174781,67.97982371470638
Healthy,1.09728731911859,28.225250324130215,63.82787213385059,64.39422729650873
Huntingtons,2.2170146716169503,30.171064589135334,65.14338451842491,68.31554206993162
Parkinsons,1.1395873639330125,34.14919163824877,66.71568527846743,67.30939704130608
